pair,wall_ms,superpoint_ms,matcher_ms,geometry_ms,degenerate
123,128.479,93.018,32.586,2.764,0
124,116.95,95.877,18.045,2.941,0
125,127.009,103.058,20.55,3.271,0
126,108.259,84.052,21.277,2.774,0
127,141.645,98.682,39.512,3.315,0
128,114.058,82.838,28.266,2.874,0
129,153.903,108.823,40.236,4.711,0
130,158.136,101.053,52.26,4.714,0
131,171.615,110.687,55.535,5.219,0
132,125.772,91.935,31.089,2.688,0
133,136.158,85.161,45.855,5.004,0
134,165.247,119.268,41.173,4.615,0
135,133.783,103.312,27.097,3.287,0
136,112.147,80.536,28.537,2.953,0
137,166.063,117.761,43.257,4.909,0
138,171.742,118.988,47.486,5.105,0
139,179.214,122.929,51.311,4.814,0
140,168.16,118.487,44.919,4.671,0
141,138.894,90.746,43.49,4.575,0
142,96.62,76.8,16.929,2.789,0
143,141.842,98.582,38.392,4.719,0
144,97.397,77.327,17.25,2.711,0
145,103.708,85.512,15.525,2.594,0
146,130.121,87.773,37.799,4.472,0
147,132.769,77.971,49.983,4.724,0
148,119.189,85.099,31.31,2.72,0
149,147.773,92.8,52.302,2.614,0
150,114.042,91.422,17.703,4.822,0
151,112.698,87.223,22.783,2.624,0
152,133.372,102.304,28.41,2.606,0
153,139.077,98.527,35.666,4.783,0
154,140.224,93.747,41.968,4.443,0
155,113.147,86.325,22.967,3.764,0
156,110.273,84.684,22.907,2.592,0
157,139.222,104.846,31.416,2.904,0
158,137.846,87.692,45.479,4.591,0
159,122.192,100.099,19.398,2.62,0
160,114.902,86.643,23.924,4.204,0
161,107.864,74.098,31.085,2.615,0
162,94.607,78.327,13.59,2.632,0
163,103.385,86.54,14.185,2.599,0
164,100.833,82.38,15.891,2.516,0
165,106.127,90.34,13.108,2.616,0
166,104.978,69.824,30.678,4.424,0
167,85.247,69.05,13.456,2.697,0
168,82.677,64.232,15.28,3.092,0
169,91.179,74.155,14.406,2.572,0
170,114.374,89.249,21.973,3.074,0
171,104.568,79.3,22.643,2.581,0
172,105.053,71.099,31.279,2.577,0
173,110.175,76.431,31.156,2.55,0
174,102.023,74.741,24.729,2.522,0
175,93.277,76.987,13.824,2.431,0
176,105.241,89.048,13.571,2.597,0
177,96.366,74.664,19.022,2.647,0
178,106.744,77.435,26.554,2.699,0
179,102.134,79.54,20.075,2.484,0
180,94.278,62.86,28.876,2.426,0
181,93.066,61.754,28.81,2.447,0
182,89.221,63.324,23.459,2.415,0
183,82.867,68.511,11.87,2.464,0
184,73.34,53.766,16.898,2.642,0
185,95.652,70.906,22.31,2.412,0
186,97.067,65.568,28.955,2.424,0
187,91.402,59.993,28.92,2.425,0
188,96.168,64.909,28.81,2.432,0
189,95.558,67.719,25.431,2.391,0
190,84.714,69.132,13.155,2.409,0
191,98.875,84.564,11.928,2.362,0
192,93.608,74.568,16.459,2.561,0
193,90.618,73.849,14.064,2.612,0
194,88.494,70.555,15.02,2.829,0
195,88.833,70.842,15.058,2.827,0
196,88.566,71.781,14.048,2.651,0
197,92.811,73.463,16.29,2.975,0
198,96.248,74.259,19.305,2.624,0
199,93.647,73.572,17.194,2.773,0
200,89.247,71.242,15.289,2.663,0
201,93.911,71.206,19.981,2.627,0
202,91.721,73.727,15.193,2.735,0
203,89.613,72.81,14.004,2.709,0
204,90.441,71.468,16.167,2.719,0
205,88.586,70.603,15.077,2.797,0
206,92.411,71.148,18.541,2.653,0
207,90.835,71.172,16.776,2.803,0
208,91.595,73.091,15.758,2.693,0
209,89.868,71.782,15.288,2.692,0
210,90.678,70.833,17.072,2.709,0
211,92.537,70.503,19.191,2.763,0
212,96.649,74.196,19.47,2.897,0
213,97.664,74.98,19.659,2.923,0
214,94.016,74.613,16.498,2.795,0
215,98.277,77.737,17.548,2.909,0
216,100.361,78.905,18.637,2.749,0
217,95.086,74.616,17.645,2.752,0
218,100.187,78.351,18.849,2.869,0
219,96.552,76.429,17.226,2.812,0
220,97.611,78.953,15.78,2.774,0
221,99.122,78.063,18.298,2.707,0
222,97.863,76.823,18.205,2.748,0
223,95.893,77.017,15.868,2.907,0
224,94.799,76.654,15.307,2.722,0
225,95.413,76.276,16.208,2.845,0
226,98.7,76.172,19.704,2.724,0
227,95.809,75.415,17.423,2.872,0
228,97.874,78.721,16.324,2.774,0
229,97.759,78.018,16.88,2.736,0
230,98.392,74.692,20.806,2.77,0
231,94.073,75.655,15.606,2.727,0
232,89.966,73.417,13.788,2.69,0
233,86.164,69.397,14.185,2.52,0
234,84.048,65.154,15.537,3.3,0
235,87.181,69.681,14.89,2.445,0
236,106.149,90.076,13.53,2.499,0
237,110.579,78.872,29.037,2.615,0
238,106.289,81.76,21.469,3.013,0
239,102.476,73.551,26.133,2.668,0
240,102.542,83.999,15.842,2.647,0
241,102.869,84.293,15.429,3.081,0
242,90.539,71.885,16.042,2.573,0
243,127.283,100.503,24.008,2.696,0
244,107.812,73.761,31.359,2.628,0
245,133.078,90.037,40.37,2.605,0
246,129.147,91.57,32.801,4.675,0
247,148.414,109.138,36.108,3.105,0
248,107.881,83.128,22.063,2.63,0
249,167.527,117.932,44.621,4.817,0
250,119.626,95.393,21.449,2.71,0
251,122.414,101.662,17.869,2.776,0
252,96.473,77.068,16.412,2.917,0
253,127.181,93.234,30.914,2.917,0
254,95.945,76.619,16.382,2.879,0
255,143.275,88.037,50.315,4.788,0
256,129.691,99.615,25.573,4.398,0
257,139.859,91.44,43.523,4.748,0
258,117.477,85.278,29.464,2.681,0
259,125.918,93.524,29.145,3.188,0
260,113.979,79.997,31.231,2.697,0
261,150.988,95.775,51.342,3.753,0
262,121.11,99.124,18.768,3.141,0
263,110.446,84.653,23.003,2.73,0
264,112.616,91.756,18.137,2.655,0
265,125.82,101.987,20.552,3.208,0
266,111.652,86.23,22.674,2.68,0
267,133.265,97.16,33.205,2.827,0
268,134.672,93.69,36.153,4.726,0
269,136.169,97.827,34.748,3.478,0
270,115.307,81.388,31.078,2.745,0
271,114.076,88.613,22.498,2.856,0
272,121.637,98.421,20.459,2.66,0
273,94.969,73.021,18.977,2.904,0
274,110.133,73.71,28.007,8.283,0
275,164.742,105.059,54.517,5.033,0
276,165.847,107.593,52.718,5.387,0
277,167.573,111.757,50.905,4.758,0
278,164.766,103.347,56.191,5.075,0
279,160.346,111.135,44.206,4.861,0
280,173.646,119.935,48.623,4.914,0
281,175.447,115.01,55.481,4.792,0
282,159.181,108.06,45.754,5.161,0
283,142.976,95.607,42.483,4.741,0
284,165.352,108.74,51.644,4.863,0
285,148.91,97.983,46.083,4.751,0
286,154.933,109.036,40.655,5.065,0
287,169.665,111.951,52.939,4.671,0
288,173.784,117.283,51.382,4.945,0
289,132.858,100.138,29.646,2.995,0
290,175.904,116.454,54.3,4.976,0
291,166.304,108.732,52.514,4.906,0
292,159.551,111.377,43.249,4.794,0
293,160.342,115.668,39.657,4.878,0
294,159.268,101.136,53.361,4.643,0
