timestamp,gpu_util_%,vram_used_mb
1777591355.2523685,6,4180
1777591355.7531455,6,4180
1777591356.253939,9,4180
1777591356.754719,8,4180
1777591357.255452,3,4180
1777591357.7559342,10,4180
1777591358.2567194,3,4180
1777591358.7575495,3,4180
1777591359.2583678,0,4180
1777591359.7591634,3,4180
1777591360.2599401,6,4180
1777591360.760743,6,4180
1777591361.2615883,13,4180
1777591361.7623847,13,4180
1777591362.2630956,10,4180
1777591362.763588,9,4180
1777591363.263852,3,4180
1777591363.7645404,3,4180
1777591364.2648497,6,4180
1777591364.7655435,2,4180
1777591365.2659304,6,4180
1777591365.7666242,6,4180
1777591366.2673068,13,4180
1777591366.7681274,6,4180
1777591367.2689157,8,4180
1777591367.769699,13,4180
1777591368.2705214,3,4180
1777591368.7713017,13,4180
1777591369.2720983,8,4180
1777591369.7728982,13,4180
1777591370.2737157,9,4180
1777591370.7745123,6,4180
1777591371.274932,11,4180
1777591371.7757201,6,4180
1777591372.276514,8,4180
1777591372.7769287,10,4180
1777591373.2777183,9,4180
1777591373.778518,6,4180
1777591374.2789445,13,4180
1777591374.7797384,4,4180
1777591375.2805586,6,4180
1777591375.7813623,1,4180
1777591376.2821395,5,4180
1777591376.7829187,3,4180
1777591377.2837157,0,4180
1777591377.7845263,4,4180
1777591378.2853117,3,4180
1777591378.7860389,4,4180
1777591379.2868574,2,4180
1777591379.7876444,4,4180
1777591380.288447,0,4180
1777591380.7889664,4,4180
1777591381.2897406,0,4180
1777591381.7905402,4,4180
1777591382.29094,1,4180
1777591382.7917197,3,4180
1777591383.2925436,13,4180
1777591383.7932463,7,4180
1777591384.293852,8,4180
1777591384.7945604,13,4180
1777591385.294848,9,4180
1777591385.795548,8,4180
1777591386.29585,4,4180
1777591386.796583,4,4180
1777591387.296886,6,4180
1777591387.797633,7,4180
1777591388.29785,13,4180
1777591388.7985659,13,4180
1777591389.2988527,10,4180
1777591389.799653,9,4180
1777591390.300393,4,4180
1777591390.8008604,8,4180
1777591391.3015585,6,4180
1777591391.802378,2,4180
1777591392.3032036,13,4180
1777591392.803992,6,4180
1777591393.3045044,8,4180
1777591393.804857,13,4180
1777591394.3055573,10,4180
1777591394.8062665,13,4180
1777591395.3069718,10,4180
1777591395.8077562,13,4180
1777591396.3085115,8,4180
1777591396.808854,8,4180
1777591397.3096464,10,4180
1777591397.8098497,7,4180
1777591398.3106248,1,4180
1777591398.810862,7,4180
1777591399.3115904,4,4180
1777591399.8118548,13,4180
1777591400.31259,6,4180
1777591400.8129363,9,4180
1777591401.3137174,6,4180
1777591401.8144798,8,4180
1777591402.3149352,7,4180
1777591402.8157103,9,4180
1777591403.316521,13,4180
1777591403.8168519,9,4180
1777591404.3175502,13,4180
1777591404.817851,9,4180
1777591405.3185575,6,4180
1777591405.819404,6,4180
1777591406.3199368,1,4180
1777591406.8205886,0,4180
1777591407.320853,3,4180
1777591407.8215575,0,4180
1777591408.3218496,4,4180
1777591408.822552,0,4180
1777591409.3228548,4,4180
1777591409.823546,4,4180
1777591410.3238533,10,4180
1777591410.8245535,4,4180
1777591411.3248572,9,4180
1777591411.8255515,10,4180
1777591412.3258514,13,4180
1777591412.826564,4,4180
1777591413.326854,13,4180
1777591413.8275578,13,4180
1777591414.3278754,5,4180
1777591414.8285902,6,4180
1777591415.3288515,0,4180
1777591415.829562,6,4180
1777591416.3298519,1,4180
1777591416.8305697,6,4180
1777591417.3308692,6,4180
1777591417.8316956,13,4180
1777591418.3324592,13,4180
1777591418.8328655,4,4180
1777591419.3332124,4,4180
1777591419.8338957,13,4180
1777591420.3347626,13,4180
1777591420.8356247,4,4180
1777591421.335951,4,4180
1777591421.837065,13,4180
1777591422.3379078,13,4180
1777591422.8386955,4,4180
1777591423.3395038,4,4180
1777591423.8403196,11,4180
1777591424.3410954,9,4180
1777591424.8418958,8,4180
1777591425.3426816,7,4180
1777591425.843502,8,4180
1777591426.3442817,8,4180
1777591426.8450677,5,4180
1777591427.345765,9,4180
1777591427.846564,9,4180
1777591428.3472707,8,4180
1777591428.848054,8,4180
1777591429.3488617,7,4180
1777591429.8496969,8,4180
1777591430.3504312,9,4180
1777591430.850951,4,4180
1777591431.3517284,10,4180
1777591431.8524485,0,4180
1777591432.3530822,4,4180
1777591432.8538005,3,4180
1777591433.3545158,4,4180
1777591433.8548675,1,4180
1777591434.3555868,4,4180
1777591434.8559332,6,4180
1777591435.3566453,8,4180
1777591435.8574672,13,4180
1777591436.3582351,13,4180
1777591436.8589516,8,4180
1777591437.3597624,12,4180
1777591437.860578,4,4180
1777591438.361371,4,4180
1777591438.8621502,6,4180
